,param,candle,stoch,pivot,decision
625,param3 alt,bearish,os,s1-pdl,sell
626,param3 alt,bearish,os,pdl-s2,sell
627,param3 alt,bearish,os,s1-s2,sell
628,param3 alt,bearish,os,s2-s3,sell
629,param3 alt,bearish,os,< s3,sell
630,param3 alt,bearish,nu,> r3,sell
631,param3 alt,bearish,nu,r3-r2,sell
632,param3 alt,bearish,nu,r2-pdh,sell
633,param3 alt,bearish,nu,r2-r1,sell
634,param3 alt,bearish,nu,pdh-r1,sell
635,param3 alt,bearish,nu,r1-pdh,sell
636,param3 alt,bearish,nu,r1-tc,sell
637,param3 alt,bearish,nu,pdh-tc,sell
638,param3 alt,bearish,nu,tc-pp,sell
639,param3 alt,bearish,nu,pp-bc,sell
640,param3 alt,bearish,nu,bc-pdl,sell
641,param3 alt,bearish,nu,bc-s1,sell
642,param3 alt,bearish,nu,pdl-s1,sell
643,param3 alt,bearish,nu,s1-pdl,sell
644,param3 alt,bearish,nu,pdl-s2,sell
645,param3 alt,bearish,nu,s1-s2,sell
646,param3 alt,bearish,nu,s2-s3,sell
647,param3 alt,bearish,nu,< s3,sell
648,param4,bullish,ob,> r3,buy
649,param4,bullish,ob,r3-r2,buy
650,param4,bullish,ob,r2-pdh,buy
651,param4,bullish,ob,r2-r1,buy
652,param4,bullish,ob,pdh-r1,buy
653,param4,bullish,ob,r1-pdh,buy
654,param4,bullish,ob,r1-tc,sell
655,param4,bullish,ob,pdh-tc,sell
656,param4,bullish,ob,tc-pp,buy
657,param4,bullish,ob,pp-bc,sell
658,param4,bullish,ob,bc-pdl,buy
659,param4,bullish,ob,bc-s1,buy
660,param4,bullish,ob,pdl-s1,buy
661,param4,bullish,ob,s1-pdl,buy
662,param4,bullish,ob,pdl-s2,buy
663,param4,bullish,ob,s1-s2,buy
664,param4,bullish,ob,s2-s3,buy
665,param4,bullish,ob,< s3,buy
666,param4,bullish,os,> r3,buy
667,param4,bullish,os,r3-r2,buy
668,param4,bullish,os,r2-pdh,buy
669,param4,bullish,os,r2-r1,buy
670,param4,bullish,os,pdh-r1,buy
671,param4,bullish,os,r1-pdh,buy
672,param4,bullish,os,r1-tc,sell
673,param4,bullish,os,pdh-tc,buy
674,param4,bullish,os,tc-pp,buy
675,param4,bullish,os,pp-bc,buy
676,param4,bullish,os,bc-pdl,sell
677,param4,bullish,os,bc-s1,buy
678,param4,bullish,os,pdl-s1,sell
679,param4,bullish,os,s1-pdl,buy
680,param4,bullish,os,pdl-s2,buy
681,param4,bullish,os,s1-s2,buy
682,param4,bullish,os,s2-s3,buy
683,param4,bullish,os,< s3,buy
684,param4,bullish,nu,> r3,buy
685,param4,bullish,nu,r3-r2,buy
686,param4,bullish,nu,r2-pdh,buy
687,param4,bullish,nu,r2-r1,buy
688,param4,bullish,nu,pdh-r1,buy
689,param4,bullish,nu,r1-pdh,buy
690,param4,bullish,nu,r1-tc,sell
691,param4,bullish,nu,pdh-tc,sell
692,param4,bullish,nu,tc-pp,buy
693,param4,bullish,nu,pp-bc,buy
694,param4,bullish,nu,bc-pdl,sell
695,param4,bullish,nu,bc-s1,buy
696,param4,bullish,nu,pdl-s1,sell
697,param4,bullish,nu,s1-pdl,buy
698,param4,bullish,nu,pdl-s2,buy
699,param4,bullish,nu,s1-s2,buy
700,param4,bullish,nu,s2-s3,sell
701,param4,bullish,nu,< s3,buy
702,param4,bearish,ob,> r3,sell
703,param4,bearish,ob,r3-r2,sell
704,param4,bearish,ob,r2-pdh,sell
705,param4,bearish,ob,r2-r1,sell
706,param4,bearish,ob,pdh-r1,sell
707,param4,bearish,ob,r1-pdh,sell
708,param4,bearish,ob,r1-tc,sell
709,param4,bearish,ob,pdh-tc,sell
710,param4,bearish,ob,tc-pp,buy
711,param4,bearish,ob,pp-bc,sell
712,param4,bearish,ob,bc-pdl,sell
713,param4,bearish,ob,bc-s1,buy
714,param4,bearish,ob,pdl-s1,sell
715,param4,bearish,ob,s1-pdl,buy
716,param4,bearish,ob,pdl-s2,sell
717,param4,bearish,ob,s1-s2,sell
718,param4,bearish,ob,s2-s3,sell
719,param4,bearish,ob,< s3,sell
720,param4,bearish,os,> r3,sell
721,param4,bearish,os,r3-r2,sell
722,param4,bearish,os,r2-pdh,sell
723,param4,bearish,os,r2-r1,sell
724,param4,bearish,os,pdh-r1,sell
725,param4,bearish,os,r1-pdh,sell
726,param4,bearish,os,r1-tc,sell
727,param4,bearish,os,pdh-tc,sell
728,param4,bearish,os,tc-pp,buy
729,param4,bearish,os,pp-bc,sell
730,param4,bearish,os,bc-pdl,sell
731,param4,bearish,os,bc-s1,buy
732,param4,bearish,os,pdl-s1,sell
733,param4,bearish,os,s1-pdl,buy
734,param4,bearish,os,pdl-s2,sell
735,param4,bearish,os,s1-s2,sell
736,param4,bearish,os,s2-s3,sell
737,param4,bearish,os,< s3,sell
738,param4,bearish,nu,> r3,sell
739,param4,bearish,nu,r3-r2,sell
740,param4,bearish,nu,r2-pdh,sell
741,param4,bearish,nu,r2-r1,sell
742,param4,bearish,nu,pdh-r1,sell
743,param4,bearish,nu,r1-pdh,sell
744,param4,bearish,nu,r1-tc,sell
745,param4,bearish,nu,pdh-tc,sell
746,param4,bearish,nu,tc-pp,buy
747,param4,bearish,nu,pp-bc,sell
748,param4,bearish,nu,bc-pdl,sell
749,param4,bearish,nu,bc-s1,buy
750,param4,bearish,nu,pdl-s1,sell
751,param4,bearish,nu,s1-pdl,buy
752,param4,bearish,nu,pdl-s2,sell
753,param4,bearish,nu,s1-s2,sell
754,param4,bearish,nu,s2-s3,sell
755,param4,bearish,nu,< s3,sell
756,param4 alt,bullish,ob,> r3,sell
757,param4 alt,bullish,ob,r3-r2,sell
758,param4 alt,bullish,ob,r2-pdh,sell
759,param4 alt,bullish,ob,r2-r1,sell
760,param4 alt,bullish,ob,pdh-r1,sell
761,param4 alt,bullish,ob,r1-pdh,sell
762,param4 alt,bullish,ob,r1-tc,sell
763,param4 alt,bullish,ob,pdh-tc,sell
764,param4 alt,bullish,ob,tc-pp,sell
765,param4 alt,bullish,ob,pp-bc,sell
766,param4 alt,bullish,ob,bc-pdl,sell
767,param4 alt,bullish,ob,bc-s1,sell
768,param4 alt,bullish,ob,pdl-s1,sell
769,param4 alt,bullish,ob,s1-pdl,sell
770,param4 alt,bullish,ob,pdl-s2,sell
771,param4 alt,bullish,ob,s1-s2,sell
772,param4 alt,bullish,ob,s2-s3,sell
773,param4 alt,bullish,ob,< s3,sell
774,param4 alt,bullish,os,> r3,sell
775,param4 alt,bullish,os,r3-r2,sell
776,param4 alt,bullish,os,r2-pdh,sell
777,param4 alt,bullish,os,r2-r1,sell
778,param4 alt,bullish,os,pdh-r1,sell
779,param4 alt,bullish,os,r1-pdh,sell
780,param4 alt,bullish,os,r1-tc,sell
781,param4 alt,bullish,os,pdh-tc,sell
782,param4 alt,bullish,os,tc-pp,sell
783,param4 alt,bullish,os,pp-bc,sell
784,param4 alt,bullish,os,bc-pdl,sell
785,param4 alt,bullish,os,bc-s1,sell
786,param4 alt,bullish,os,pdl-s1,sell
787,param4 alt,bullish,os,s1-pdl,sell
788,param4 alt,bullish,os,pdl-s2,sell
789,param4 alt,bullish,os,s1-s2,sell
790,param4 alt,bullish,os,s2-s3,buy
791,param4 alt,bullish,os,< s3,sell
792,param4 alt,bullish,nu,> r3,sell
793,param4 alt,bullish,nu,r3-r2,sell
794,param4 alt,bullish,nu,r2-pdh,sell
795,param4 alt,bullish,nu,r2-r1,sell
796,param4 alt,bullish,nu,pdh-r1,sell
797,param4 alt,bullish,nu,r1-pdh,sell
798,param4 alt,bullish,nu,r1-tc,sell
799,param4 alt,bullish,nu,pdh-tc,sell
800,param4 alt,bullish,nu,tc-pp,buy
801,param4 alt,bullish,nu,pp-bc,sell
802,param4 alt,bullish,nu,bc-pdl,buy
803,param4 alt,bullish,nu,bc-s1,sell
804,param4 alt,bullish,nu,pdl-s1,buy
805,param4 alt,bullish,nu,s1-pdl,sell
806,param4 alt,bullish,nu,pdl-s2,sell
807,param4 alt,bullish,nu,s1-s2,sell
808,param4 alt,bullish,nu,s2-s3,buy
809,param4 alt,bullish,nu,< s3,sell
810,param4 alt,bearish,ob,> r3,sell
811,param4 alt,bearish,ob,r3-r2,sell
812,param4 alt,bearish,ob,r2-pdh,sell
813,param4 alt,bearish,ob,r2-r1,sell
814,param4 alt,bearish,ob,pdh-r1,sell
815,param4 alt,bearish,ob,r1-pdh,sell
816,param4 alt,bearish,ob,r1-tc,sell
817,param4 alt,bearish,ob,pdh-tc,sell
818,param4 alt,bearish,ob,tc-pp,sell
819,param4 alt,bearish,ob,pp-bc,sell
820,param4 alt,bearish,ob,bc-pdl,sell
821,param4 alt,bearish,ob,bc-s1,sell
822,param4 alt,bearish,ob,pdl-s1,buy
823,param4 alt,bearish,ob,s1-pdl,sell
824,param4 alt,bearish,ob,pdl-s2,sell
825,param4 alt,bearish,ob,s1-s2,buy
826,param4 alt,bearish,ob,s2-s3,sell
827,param4 alt,bearish,ob,< s3,sell
828,param4 alt,bearish,os,> r3,sell
829,param4 alt,bearish,os,r3-r2,sell
830,param4 alt,bearish,os,r2-pdh,sell
831,param4 alt,bearish,os,r2-r1,sell
832,param4 alt,bearish,os,pdh-r1,sell
833,param4 alt,bearish,os,r1-pdh,sell
834,param4 alt,bearish,os,r1-tc,sell
835,param4 alt,bearish,os,pdh-tc,sell
836,param4 alt,bearish,os,tc-pp,sell
837,param4 alt,bearish,os,pp-bc,sell
838,param4 alt,bearish,os,bc-pdl,sell
839,param4 alt,bearish,os,bc-s1,sell
840,param4 alt,bearish,os,pdl-s1,buy
841,param4 alt,bearish,os,s1-pdl,sell
842,param4 alt,bearish,os,pdl-s2,sell
843,param4 alt,bearish,os,s1-s2,buy
844,param4 alt,bearish,os,s2-s3,sell
845,param4 alt,bearish,os,< s3,sell
846,param4 alt,bearish,nu,> r3,sell
847,param4 alt,bearish,nu,r3-r2,sell
848,param4 alt,bearish,nu,r2-pdh,sell
849,param4 alt,bearish,nu,r2-r1,sell
850,param4 alt,bearish,nu,pdh-r1,sell
851,param4 alt,bearish,nu,r1-pdh,sell
852,param4 alt,bearish,nu,r1-tc,sell
853,param4 alt,bearish,nu,pdh-tc,sell
854,param4 alt,bearish,nu,tc-pp,sell
855,param4 alt,bearish,nu,pp-bc,sell
856,param4 alt,bearish,nu,bc-pdl,sell
857,param4 alt,bearish,nu,bc-s1,sell
858,param4 alt,bearish,nu,pdl-s1,buy
859,param4 alt,bearish,nu,s1-pdl,sell
860,param4 alt,bearish,nu,pdl-s2,sell
861,param4 alt,bearish,nu,s1-s2,buy
862,param4 alt,bearish,nu,s2-s3,sell
863,param4 alt,bearish,nu,< s3,sell
